#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Feb 19 00:31:58 EST 2018,80,80,Assignment2Suite,ContainsTest0+ EmptyTest0+ EmptyTest1+ FindMinMaxTest0+ FindMinMaxTest1+ FindMinMaxTest2+ HeightTest+ InsertAfterRemoveTest0+ InsertAfterRemoveTest1+ InsertTest0+ InsertTest1+ InsertTest2+ RemoveTest0+ RemoveTest1+ RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0+ SizeTest1+ SizeTest2+ , ,ContainsTest1- EfficiencyTest1- InsertAfterRemoveTest2- RemoveTest2- RemoveTest3- , ,
1,Mon Feb 19 00:35:59 EST 2018,80,0,Assignment2Suite,ContainsTest0 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EfficiencyTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
2,Mon Feb 19 00:45:39 EST 2018,84,4,Assignment2Suite,ContainsTest0 EfficiencyTest1+ EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
3,Mon Feb 19 00:59:20 EST 2018,84,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
4,Mon Feb 19 01:00:31 EST 2018,84,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
5,Mon Feb 19 01:04:27 EST 2018,84,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
6,Mon Feb 19 01:05:12 EST 2018,50,-34,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1- FindMinMaxTest2- InsertAfterRemoveTest1- InsertAfterRemoveTest2 RemoveTest0- RemoveTest1- RemoveTest2 RemoveTest3 RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- , ,
7,Mon Feb 19 01:06:00 EST 2018,50,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
8,Mon Feb 19 01:09:56 EST 2018,50,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
9,Mon Feb 19 01:11:20 EST 2018,80,30,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2+ HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1+ InsertTest0 InsertTest1 InsertTest2 RemoveTest0+ RemoveTest1+ RemoveTest4+ RemoveTest5+ RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1 InsertAfterRemoveTest2 RemoveTest2 RemoveTest3 , ,
